county,precinct,office,district,party,candidate,votes,vtd
FORD,Wheatland Township,State Senate,38,Republican,"Love, Garrett",58,320
FORD,Wilburn Township,State Senate,38,Democratic,"Dunlap, Johnny II",2,330
FORD,Wilburn Township,State Senate,38,Republican,"Love, Garrett",33,330
FORD,Dodge Township H115,State Senate,38,Democratic,"Dunlap, Johnny II",40,120020
FORD,Dodge Township H115,State Senate,38,Republican,"Love, Garrett",161,120020
FORD,Dodge Township H119 A,State Senate,38,Democratic,"Dunlap, Johnny II",0,12003A
FORD,Dodge Township H119 A,State Senate,38,Republican,"Love, Garrett",0,12003A
FORD,Dodge Township H119,State Senate,38,Democratic,"Dunlap, Johnny II",3,120030
FORD,Dodge Township H119,State Senate,38,Republican,"Love, Garrett",36,120030
FORD,Enterprise Township H115,State Senate,38,Democratic,"Dunlap, Johnny II",53,120040
FORD,Enterprise Township H115,State Senate,38,Republican,"Love, Garrett",128,120040
FORD,Enterprise Township H119,State Senate,38,Democratic,"Dunlap, Johnny II",2,120050
FORD,Enterprise Township H119,State Senate,38,Republican,"Love, Garrett",1,120050
FORD,Grandview Township H115,State Senate,38,Democratic,"Dunlap, Johnny II",45,120060
FORD,Grandview Township H115,State Senate,38,Republican,"Love, Garrett",132,120060
FORD,Grandview Township H119 A,State Senate,38,Democratic,"Dunlap, Johnny II",0,12007A
FORD,Grandview Township H119 A,State Senate,38,Republican,"Love, Garrett",0,12007A
FORD,Grandview Township H119,State Senate,38,Democratic,"Dunlap, Johnny II",1,120070
FORD,Grandview Township H119,State Senate,38,Republican,"Love, Garrett",2,120070
FORD,Grandview Township Ward 2 H115,State Senate,38,Democratic,"Dunlap, Johnny II",25,120080
FORD,Grandview Township Ward 2 H115,State Senate,38,Republican,"Love, Garrett",51,120080
FORD,Grandview Township Ward 2 H119,State Senate,38,Democratic,"Dunlap, Johnny II",2,120090
FORD,Grandview Township Ward 2 H119,State Senate,38,Republican,"Love, Garrett",2,120090
FORD,Dodge City Precinct 07,State Senate,38,Democratic,"Dunlap, Johnny II",7,600010
FORD,Dodge City Precinct 07,State Senate,38,Republican,"Love, Garrett",45,600010
FORD,Dodge City Precinct 08,State Senate,38,Democratic,"Dunlap, Johnny II",0,800010
FORD,Dodge City Precinct 08,State Senate,38,Republican,"Love, Garrett",2,800010
FORD,Dodge City Precinct 09,State Senate,38,Democratic,"Dunlap, Johnny II",5,900010
FORD,Dodge City Precinct 09,State Senate,38,Republican,"Love, Garrett",10,900010
FORD,Bloom Township,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,10
FORD,Bloom Township,President / Vice President,,write - in,"Ayers, Avery L",0,10
FORD,Bloom Township,President / Vice President,,write - in,"Barnett, Andre",0,10
FORD,Bloom Township,President / Vice President,,write - in,"Barr, Roseanne C",0,10
FORD,Bloom Township,President / Vice President,,write - in,"Bush, Kent W",0,10
FORD,Bloom Township,President / Vice President,,write - in,"Christensen, Will",0,10
FORD,Bloom Township,President / Vice President,,write - in,"Duncan, Richard A",0,10
FORD,Bloom Township,President / Vice President,,write - in,"Goode, Virgil",0,10
FORD,Bloom Township,President / Vice President,,write - in,"Hoefling, Tom",0,10
FORD,Bloom Township,President / Vice President,,write - in,"Knill, Dennis J",0,10
FORD,Bloom Township,President / Vice President,,write - in,"Reed, Jill A.",0,10
FORD,Bloom Township,President / Vice President,,write - in,"Rogers, Rick L",0,10
FORD,Bloom Township,President / Vice President,,write - in,"Stein, Jill E",0,10
FORD,Bloom Township,President / Vice President,,write - in,"Thorne, Kevin M",0,10
FORD,Bloom Township,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,10
FORD,Bloom Township,President / Vice President,,write - in,"Warner, Gerald L.",0,10
FORD,Bloom Township,President / Vice President,,Democratic,"Obama, Barack",5,10
FORD,Bloom Township,President / Vice President,,Libertarian,"Johnson, Gary",4,10
FORD,Bloom Township,President / Vice President,,Reform,"Baldwin, Chuck",1,10
FORD,Bloom Township,President / Vice President,,Republican,"Romney, Mitt",33,10
FORD,Bucklin City,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,20
FORD,Bucklin City,President / Vice President,,write - in,"Ayers, Avery L",0,20
FORD,Bucklin City,President / Vice President,,write - in,"Barnett, Andre",0,20
FORD,Bucklin City,President / Vice President,,write - in,"Barr, Roseanne C",0,20
FORD,Bucklin City,President / Vice President,,write - in,"Bush, Kent W",0,20
FORD,Bucklin City,President / Vice President,,write - in,"Christensen, Will",0,20
FORD,Bucklin City,President / Vice President,,write - in,"Duncan, Richard A",0,20
FORD,Bucklin City,President / Vice President,,write - in,"Goode, Virgil",0,20
FORD,Bucklin City,President / Vice President,,write - in,"Hoefling, Tom",0,20
FORD,Bucklin City,President / Vice President,,write - in,"Knill, Dennis J",0,20
FORD,Bucklin City,President / Vice President,,write - in,"Reed, Jill A.",0,20
FORD,Bucklin City,President / Vice President,,write - in,"Rogers, Rick L",0,20
FORD,Bucklin City,President / Vice President,,write - in,"Stein, Jill E",0,20
FORD,Bucklin City,President / Vice President,,write - in,"Thorne, Kevin M",0,20
FORD,Bucklin City,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,20
FORD,Bucklin City,President / Vice President,,write - in,"Warner, Gerald L.",0,20
FORD,Bucklin City,President / Vice President,,Democratic,"Obama, Barack",43,20
FORD,Bucklin City,President / Vice President,,Libertarian,"Johnson, Gary",5,20
FORD,Bucklin City,President / Vice President,,Reform,"Baldwin, Chuck",0,20
FORD,Bucklin City,President / Vice President,,Republican,"Romney, Mitt",279,20
FORD,Bucklin Township,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,30
FORD,Bucklin Township,President / Vice President,,write - in,"Ayers, Avery L",0,30
FORD,Bucklin Township,President / Vice President,,write - in,"Barnett, Andre",0,30
FORD,Bucklin Township,President / Vice President,,write - in,"Barr, Roseanne C",0,30
FORD,Bucklin Township,President / Vice President,,write - in,"Bush, Kent W",0,30
FORD,Bucklin Township,President / Vice President,,write - in,"Christensen, Will",0,30
FORD,Bucklin Township,President / Vice President,,write - in,"Duncan, Richard A",0,30
FORD,Bucklin Township,President / Vice President,,write - in,"Goode, Virgil",0,30
FORD,Bucklin Township,President / Vice President,,write - in,"Hoefling, Tom",0,30
FORD,Bucklin Township,President / Vice President,,write - in,"Knill, Dennis J",0,30
FORD,Bucklin Township,President / Vice President,,write - in,"Reed, Jill A.",0,30
FORD,Bucklin Township,President / Vice President,,write - in,"Rogers, Rick L",0,30
FORD,Bucklin Township,President / Vice President,,write - in,"Stein, Jill E",0,30
FORD,Bucklin Township,President / Vice President,,write - in,"Thorne, Kevin M",0,30
FORD,Bucklin Township,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,30
FORD,Bucklin Township,President / Vice President,,write - in,"Warner, Gerald L.",0,30
FORD,Bucklin Township,President / Vice President,,Democratic,"Obama, Barack",11,30
FORD,Bucklin Township,President / Vice President,,Libertarian,"Johnson, Gary",2,30
FORD,Bucklin Township,President / Vice President,,Reform,"Baldwin, Chuck",0,30
FORD,Bucklin Township,President / Vice President,,Republican,"Romney, Mitt",50,30
FORD,Concord Township,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,40
FORD,Concord Township,President / Vice President,,write - in,"Ayers, Avery L",0,40
FORD,Concord Township,President / Vice President,,write - in,"Barnett, Andre",0,40
FORD,Concord Township,President / Vice President,,write - in,"Barr, Roseanne C",0,40
FORD,Concord Township,President / Vice President,,write - in,"Bush, Kent W",0,40
FORD,Concord Township,President / Vice President,,write - in,"Christensen, Will",0,40
FORD,Concord Township,President / Vice President,,write - in,"Duncan, Richard A",0,40
FORD,Concord Township,President / Vice President,,write - in,"Goode, Virgil",0,40
FORD,Concord Township,President / Vice President,,write - in,"Hoefling, Tom",0,40
FORD,Concord Township,President / Vice President,,write - in,"Knill, Dennis J",0,40
FORD,Concord Township,President / Vice President,,write - in,"Reed, Jill A.",0,40
FORD,Concord Township,President / Vice President,,write - in,"Rogers, Rick L",0,40
FORD,Concord Township,President / Vice President,,write - in,"Stein, Jill E",0,40
FORD,Concord Township,President / Vice President,,write - in,"Thorne, Kevin M",0,40
FORD,Concord Township,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,40
FORD,Concord Township,President / Vice President,,write - in,"Warner, Gerald L.",0,40
FORD,Concord Township,President / Vice President,,Democratic,"Obama, Barack",7,40
FORD,Concord Township,President / Vice President,,Libertarian,"Johnson, Gary",2,40
FORD,Concord Township,President / Vice President,,Reform,"Baldwin, Chuck",0,40
FORD,Concord Township,President / Vice President,,Republican,"Romney, Mitt",42,40
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Ayers, Avery L",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Barnett, Andre",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Barr, Roseanne C",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Bush, Kent W",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Christensen, Will",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Duncan, Richard A",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Goode, Virgil",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Hoefling, Tom",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Knill, Dennis J",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Reed, Jill A.",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Rogers, Rick L",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Stein, Jill E",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Thorne, Kevin M",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,write - in,"Warner, Gerald L.",0,00005A
FORD,Dodge City Precinct 01,President / Vice President,,Democratic,"Obama, Barack",261,00005A
FORD,Dodge City Precinct 01,President / Vice President,,Libertarian,"Johnson, Gary",11,00005A
FORD,Dodge City Precinct 01,President / Vice President,,Reform,"Baldwin, Chuck",4,00005A
FORD,Dodge City Precinct 01,President / Vice President,,Republican,"Romney, Mitt",320,00005A
FORD,Dodge City Airport,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,00005B
FORD,Dodge City Airport,President / Vice President,,write - in,"Ayers, Avery L",0,00005B
FORD,Dodge City Airport,President / Vice President,,write - in,"Barnett, Andre",0,00005B
FORD,Dodge City Airport,President / Vice President,,write - in,"Barr, Roseanne C",0,00005B
FORD,Dodge City Airport,President / Vice President,,write - in,"Bush, Kent W",0,00005B
FORD,Dodge City Airport,President / Vice President,,write - in,"Christensen, Will",0,00005B
FORD,Dodge City Airport,President / Vice President,,write - in,"Duncan, Richard A",0,00005B
FORD,Dodge City Airport,President / Vice President,,write - in,"Goode, Virgil",0,00005B
FORD,Dodge City Airport,President / Vice President,,write - in,"Hoefling, Tom",0,00005B
FORD,Dodge City Airport,President / Vice President,,write - in,"Knill, Dennis J",0,00005B
FORD,Dodge City Airport,President / Vice President,,write - in,"Reed, Jill A.",0,00005B
FORD,Dodge City Airport,President / Vice President,,write - in,"Rogers, Rick L",0,00005B
FORD,Dodge City Airport,President / Vice President,,write - in,"Stein, Jill E",0,00005B
FORD,Dodge City Airport,President / Vice President,,write - in,"Thorne, Kevin M",0,00005B
FORD,Dodge City Airport,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,00005B
FORD,Dodge City Airport,President / Vice President,,write - in,"Warner, Gerald L.",0,00005B
FORD,Dodge City Airport,President / Vice President,,Democratic,"Obama, Barack",0,00005B
FORD,Dodge City Airport,President / Vice President,,Libertarian,"Johnson, Gary",0,00005B
FORD,Dodge City Airport,President / Vice President,,Reform,"Baldwin, Chuck",0,00005B
FORD,Dodge City Airport,President / Vice President,,Republican,"Romney, Mitt",0,00005B
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Ayers, Avery L",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Barnett, Andre",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Barr, Roseanne C",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Bush, Kent W",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Christensen, Will",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Duncan, Richard A",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Goode, Virgil",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Hoefling, Tom",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Knill, Dennis J",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Reed, Jill A.",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Rogers, Rick L",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Stein, Jill E",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Thorne, Kevin M",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,write - in,"Warner, Gerald L.",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,Democratic,"Obama, Barack",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,Libertarian,"Johnson, Gary",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,Reform,"Baldwin, Chuck",0,00005C
FORD,Dodge City Industrial Park,President / Vice President,,Republican,"Romney, Mitt",0,00005C
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,60
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Ayers, Avery L",0,60
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Barnett, Andre",0,60
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Barr, Roseanne C",0,60
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Bush, Kent W",0,60
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Christensen, Will",0,60
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Duncan, Richard A",0,60
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Goode, Virgil",0,60
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Hoefling, Tom",0,60
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Knill, Dennis J",0,60
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Reed, Jill A.",0,60
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Rogers, Rick L",0,60
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Stein, Jill E",0,60
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Thorne, Kevin M",0,60
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,60
FORD,Dodge City Precinct 02,President / Vice President,,write - in,"Warner, Gerald L.",0,60
FORD,Dodge City Precinct 02,President / Vice President,,Democratic,"Obama, Barack",175,60
FORD,Dodge City Precinct 02,President / Vice President,,Libertarian,"Johnson, Gary",9,60
FORD,Dodge City Precinct 02,President / Vice President,,Reform,"Baldwin, Chuck",4,60
FORD,Dodge City Precinct 02,President / Vice President,,Republican,"Romney, Mitt",190,60
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Anderson, Ross ""Rocky"" C",0,70
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Ayers, Avery L",0,70
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Barnett, Andre",0,70
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Barr, Roseanne C",0,70
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Bush, Kent W",0,70
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Christensen, Will",0,70
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Duncan, Richard A",0,70
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Goode, Virgil",0,70
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Hoefling, Tom",0,70
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Knill, Dennis J",0,70
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Reed, Jill A.",0,70
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Rogers, Rick L",0,70
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Stein, Jill E",0,70
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Thorne, Kevin M",0,70
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Tittle, Sheila and/or Samm",0,70
FORD,Dodge City Precinct 03,President / Vice President,,write - in,"Warner, Gerald L.",0,70
FORD,Dodge City Precinct 03,President / Vice President,,Democratic,"Obama, Barack",288,70
FORD,Dodge City Precinct 03,President / Vice President,,Libertarian,"Johnson, Gary",3,70
FORD,Dodge City Precinct 03,President / Vice President,,Reform,"Baldwin, Chuck",5,70
FORD,Dodge City Precinct 03,President / Vice President,,Republican,"Romney, Mitt",176,70
