cbg_d,cbg_o,number
550090018012,550090018022,176
550090018012,550090018021,141
550090018012,550099400013,107
550090018012,550090207021,103
550090018012,550090201002,103
550090018012,550619604003,101
550090018012,550090020031,94
550090018012,550831013002,91
550090018012,550090207032,88
550090018012,550090205041,80
550090018012,550090202033,69
550090018012,550090205034,69
550090018012,550090020021,65
550090018012,550090201001,64
550090018012,550090202042,62
550090018012,550090018011,61
550090018012,550619604002,60
550090018012,550099400012,55
550090018012,550291010002,53
550090018012,550090207033,53
550090018012,550090017012,51
550090018012,550090202043,51
550090018012,550090205042,50
550090018012,550090202031,50
550250115053,550250115031,233
550250115053,550250114023,228
550250115053,550250115032,199
550250115053,550250116002,149
550250115053,550250118001,110
550250115053,550250116003,107
550250115053,550250115041,94
550250115053,550250115062,91
550250115053,550250115052,88
550250115053,550250115061,86
550250115053,550250115042,85
550250115053,550250120013,83
550250115053,550250117002,82
550250115053,550250117001,80
550250115053,550250115051,73
550250115053,550250120011,70
550250115053,550250114021,54
550250115053,550250116001,50
550339708003,550339707001,131
550339708003,550339705001,118
550339708003,550339708002,113
550339708003,550339707003,104
550339708003,550339708001,74
550339708003,550339704004,73
550339708003,550339707002,59
550339708003,550339703002,58
550339708003,550339704001,56
550339708003,550339705002,56
550339708003,550339705003,54
550339708003,550339703004,53
550870114002,550870125051,170
550870114002,550870133002,144
550870114002,550870125031,140
550870114002,550870115023,119
550870114002,550870125042,115
550870114002,550870125032,103
550870114002,550150207001,97
550870114002,550870129012,90
550870114002,550870111022,87
550870114002,550870126014,86
550870114002,550870129021,86
550870114002,550870126012,86
550870114002,550870111014,85
550870114002,550870133001,80
550870114002,550150203062,68
550870114002,550870129022,67
550870114002,550870119002,66
550870114002,550870129011,64
550870114002,550150203081,60
550870114002,550870114001,60
550870114002,550870120002,59
550870114002,550870125041,56
550870114002,550870111023,56
550870114002,550870128005,55
550870114002,550870111021,55
550870114002,550870121004,52
550870114002,550150208002,52
550870114002,550870125061,52
550870114002,550870119001,52
550870114002,550870114003,52
550870114002,550870126011,51
550870114002,550870128002,51
550870114002,550870111011,50
551010010011,551010017051,141
551010010011,551010017032,90
551010010011,551010017052,73
551010010011,551010018021,70
551010010011,551010017024,69
551010010011,551010010031,68
551010010011,551010009043,64
551010010011,551010011003,64
551010010011,551010016013,64
551010010011,551010017062,59
551010010011,550791603001,57
551010010011,551010010013,56
551010010011,551010012011,55
551010010011,551010009044,54
551010010011,551010017011,52
551010010011,551010016021,51
551010010011,551010009034,51
551010010011,551010012022,50
551010010011,551010017033,50
551010010011,551010017013,50
551010010011,551010017063,50
551314501041,551314501042,245
551314501041,551314501032,208
551314501041,551314501031,124
551314501041,551314601013,122
551314501041,551314702041,122
551314501041,551314601011,107
551314501041,551314201061,101
551314501041,551314501051,98
551314501041,551314001043,96
551314501041,551314501061,94
551314501041,551314202004,93
551314501041,551314301001,93
551314501041,551314401051,91
551314501041,551314401032,90
551314501041,551314401043,87
551314501041,551314401031,81
551314501041,551314201034,69
551314501041,551314001041,68
551314501041,551314301003,68
551314501041,551314201041,68
551314501041,551314501062,67
551314501041,551314401041,67
551314501041,550896502001,66
551314501041,551314001021,66
551314501041,550896503004,63
551314501041,551314501063,62
551314501041,551314601024,61
551314501041,551314702021,61
551314501041,550390411004,59
551314501041,551314001042,58
551314501041,551314601021,58
551314501041,551314201052,56
551314501041,551314203003,55
551314501041,551314401061,53
551314501041,551314001033,52
551314501041,551314701002,51
551314501041,551314204012,50
551314501041,551314501043,50
551332037031,551332037032,126
551332037031,551332034052,125
551332037031,550551017022,123
551332037031,551332043011,109
551332037031,551332042002,97
551332037031,551332045022,89
551332037031,551332045025,79
551332037031,551332045021,71
551332037031,551332034051,70
551332037031,551332042005,69
551332037031,551332041004,65
551332037031,551332037041,64
551332037031,551332037043,63
551332037031,551332035003,62
551332037031,551332043012,62
551332037031,551332033041,61
551332037031,550551017021,60
551332037031,551332036011,58
551332037031,550279615003,56
551332037031,551332043021,53
551332037031,551332035004,52
551332037031,551332036021,52
551390018011,551390018031,112
551390018011,551390022012,111
551390018011,550150207001,104
551390018011,551390007003,103
551390018011,551390018041,103
551390018011,550099400013,101
551390018011,551390019001,98
551390018011,551390018032,92
551390018011,551390018043,87
551390018011,551390020002,86
551390018011,551390007002,84
551390018011,551390024005,84
551390018011,551390009001,79
551390018011,550390411004,77
551390018011,551390023002,76
551390018011,551390023001,76
551390018011,551390036002,72
551390018011,550870125051,71
551390018011,550870133001,71
551390018011,551390019002,70
551390018011,550870133002,69
551390018011,550390420004,69
551390018011,550390411003,68
551390018011,550150203081,68
551390018011,551390018013,66
551390018011,551390018012,66
551390018011,551390021002,65
551390018011,550870125042,63
551390018011,551390037023,62
551390018011,550150203062,62
551390018011,551390022022,61
551390018011,551390016001,60
551390018011,550870125031,59
551390018011,550870126012,59
551390018011,551390005003,58
551390018011,550870126014,57
551390018011,551390018042,57
551390018011,550390417002,54
551390018011,551390020003,54
551390018011,550090207021,54
551390018011,550870125032,54
551390018011,551390020004,53
551390018011,551390014003,52
551390018011,550390416003,50
551390018011,551379607001,50
551390018011,550090102012,50
551390018011,551390008001,50
550730016004,550730011021,93
550730016004,550730012011,55
550791601004,550791603001,227
550791601004,550791603004,175
550791601004,550791873003,135
550791601004,550791602033,134
550791601004,550791501004,116
550791601004,551010017051,115
550791601004,550791704002,114
550791601004,550791601001,113
550791601004,550791602021,113
550791601004,550791603003,112
550791601004,550791501003,112
550791601004,550791601002,107
550791601004,550791602043,101
550791601004,550791602032,99
550791601004,550791873002,95
550791601004,550791872002,95
550791601004,550791602022,94
550791601004,550791501001,92
550791601004,550791205013,90
550791601004,550791702002,86
550791601004,550791602031,86
550791601004,550590026012,85
550791601004,550791503012,84
550791601004,550790216001,78
550791601004,551010017032,77
550791601004,550791503031,77
550791601004,550791503041,75
550791601004,550590026021,75
550791601004,550790216002,74
550791601004,550791707002,74
550791601004,550791805002,71
550791601004,550590026022,71
550791601004,550791603002,70
550791601004,550790217005,69
550791601004,551010016013,69
550791601004,551314702041,67
550791601004,551010019001,67
550791601004,550791873001,65
550791601004,550791872001,64
550791601004,550791402023,64
550791601004,550791503032,64
550791601004,550791702001,63
550791601004,550791402024,63
550791601004,551010018021,62
550791601004,550791602024,61
550791601004,550590006022,59
550791601004,550791701001,59
550791601004,550790147002,58
550791601004,550790074001,56
550791601004,550791602023,55
550791601004,550590003001,55
550791601004,550590027001,55
550791601004,550791874001,55
550791601004,551010015013,54
550791601004,551332019002,54
550791601004,550896603041,54
550791601004,550896602022,54
550791601004,550791402013,54
550791601004,550896502001,53
550791601004,550790214001,53
550791601004,170978609061,53
550791601004,550791201011,51
550791601004,550791602041,50
550791601004,551332017042,50
550791601004,551332034052,50
550859709001,550859710021,66
550870105001,550870133002,70
550870105001,550870125031,64
550870105001,550870115023,61
550870105001,550870125042,60
550870105001,550870125032,52
551110006001,551110006002,57
551332025003,551332021012,160
551332025003,551332021023,85
551332025003,551332038031,83
551332025003,551332023013,82
551332025003,551332024003,75
551332025003,551332021031,72
551332025003,551332016003,60
551332025003,551332017042,58
551332025003,551332023012,55
551332025003,551332013004,55
551332025003,551332039011,51
551332025003,551332024001,50
550250029002,550250120013,126
550250029002,550250114012,76
550250029002,550250103001,66
550250029002,550250031003,58
550250029002,550250015023,56
550250029002,550250104002,51
550250029002,550250120011,51
550250029002,550250120012,50
551010027012,551010028004,143
551010027012,551010027011,94
551010027012,551010028003,91
551010027012,551010027024,75
551010027012,551010020022,66
551010027012,551010027022,61
551010027012,551010028002,55
551351011003,551151009001,59
551351011003,551351011004,52
550250004072,550250108005,97
550250004072,550250005043,75
550250004072,550250107021,68
550250004072,550250004071,64
550250004072,550250137001,62
550250004072,550250005033,60
550250004072,550250004054,57
550791204004,550790191002,54
551110001004,551110001003,152
551110001004,551110001001,120
551110001004,551110003004,113
551110001004,551110004011,110
551110001004,551110010012,102
551110001004,550630005002,89
551110001004,551110002001,81
551110001004,550019507003,79
551110001004,551110010011,77
551110001004,550219703003,71
551110001004,550571007003,69
551110001004,550219703001,68
551110001004,551110010013,67
551110001004,551110001002,67
551110001004,551110003001,64
551110001004,551110004012,59
551110001004,551110003003,56
551110001004,550250109011,55
551110001004,551110006002,55
551110001004,550250112002,53
551110001004,550219703002,53
551110001004,550250114023,52
551110001004,551110010021,50
550139707001,550139704003,70
551050002001,551050013041,141
551050002001,551050012023,73
551050002001,551050013025,66
551050002001,551050009002,60
551050002001,551050012012,60
551050002001,551050002003,56
551050002001,551050012013,56
551050002001,551050013021,55
551050002001,551050013042,54
551050002001,551050007002,54
551050002001,551050010001,53
551332031034,551332021012,93
551332031034,551332022024,73
551332031034,551332031026,61
550250004051,550250109011,373
550250004051,550250112002,195
550250004051,550250109031,162
550250004051,550250137001,161
550250004051,550250113011,151
550250004051,550250004061,146
550250004051,550250128004,145
550250004051,550250109042,144
550250004051,550250108005,139
550250004051,550250125022,135
550250004051,550250109044,123
550250004051,550250108001,120
550250004051,550250128003,109
550250004051,550250120013,103
550250004051,550250014033,101
550250004051,550250114023,101
550250004051,550250125011,101
550250004051,550250002043,101
550250004051,550250005043,101
550250004051,550250107021,98
550250004051,550250130001,94
550250004051,550459601002,92
550250004051,551110006002,91
550250004051,550250107023,84
550250004051,550250109041,84
550250004051,550250006002,82
550250004051,550250004054,81
550250004051,550250115031,81
550250004051,550250004072,77
550250004051,550250016031,77
550250004051,550250125023,76
550250004051,550250005033,75
550250004051,550250015023,74
550250004051,551110007001,74
550250004051,550250014023,74
550250004051,550250108002,73
550250004051,550250124001,72
550250004051,550250004053,72
550250004051,550250108003,69
550250004051,550250108004,67
550250004051,550250014031,67
550250004051,550250002051,66
550250004051,550250005035,66
550250004051,550250014032,66
550250004051,550250126003,66
550250004051,550459602003,66
550250004051,550250124002,64
550250004051,550250107013,64
550250004051,550250002022,63
550250004051,550250111021,62
550250004051,550250115032,60
550250004051,551050029004,59
550250004051,550250111012,59
550250004051,550250132001,59
550250004051,550250004071,59
550250004051,550250131004,58
550250004051,550250110001,58
550250004051,550250011011,58
550250004051,550250127001,58
550250004051,550250012004,57
550250004051,550250005044,57
550250004051,550250002041,55
550250004051,550250112003,55
550250004051,550250127002,54
550250004051,550250113012,54
550250004051,550250011022,54
550250004051,550250105024,53
550250004051,550250122021,53
550250004051,550499501001,52
550250004051,550250114012,51
550250004051,550250110002,51
550250004051,550250002021,50
550250004051,550250003001,50
550250004051,550250109043,50
550250004051,550250006003,50
550250004051,550250005042,50
550870126022,550870126023,117
550870126022,551351008003,95
550870126022,550870126012,73
550870126022,550870127003,71
550870126022,550870127002,65
550870126022,550870126014,55
550870126022,550870128005,54
550919501001,550919501002,58
550919501001,550919502001,50
551270005023,551270005011,174
551270005023,550551016001,157
551270005023,551270005021,83
551270005023,551270004002,74
551270005023,551270005022,56
551314401043,551314401031,128
551314401043,551314401032,126
551314401043,551314401041,120
551314401043,551314401061,109
551314401043,551314401051,98
551314401043,551314501061,92
551314401043,551314601013,85
551314401043,551314501062,78
551314401043,550279615001,72
551314401043,551314501032,70
551314401043,551314402003,68
551314401043,551314501042,67
551314401043,551314601011,67
551314401043,551314501051,66
551314401043,551314301003,60
551314401043,551314401052,54
551314401043,551314402002,53
551314401043,551314401062,52
551314401043,551314601021,50
551314401043,551314402001,50
551332017011,551332017034,111
551332017011,551332017042,110
551332017011,551332019003,93
551332017011,551332017013,88
551332017011,551332017033,87
551332017011,551332019002,77
551332017011,551332015042,68
551332017011,551332017043,65
551332017011,551010020011,62
551332017011,551332018001,58
551332017011,551332017014,57
551332017011,551010020023,57
551332017011,551332017044,54
551332017011,551332017041,52
551332017011,551332019001,51
550090205034,550090205041,203
550090205034,550831013002,161
550090205034,550090202033,159
550090205034,550090202042,159
550090205034,550090205031,141
550090205034,550090205042,127
550090205034,550090202031,115
550090205034,550090202043,111
550090205034,550099400012,90
550090205034,550831013003,70
550090205034,550090205022,69
550090205034,550090202032,67
550090205034,550099400013,65
550090205034,550090202041,56
550250105021,550250105024,97
550250105021,550250105011,76
550250105021,550250105022,62
550250105021,551050013041,52
550250105021,550250120013,50
550790914002,550790912001,60
551332019003,551332019002,116
551332019003,551332017034,115
551332019003,551010020023,111
551332019003,551010020011,110
551332019003,551332017042,104
551332019003,551010020022,95
551332019003,551332017033,92
551332019003,551010028004,83
551332019003,551332017044,81
551332019003,551010027011,80
551332019003,551010020021,75
551332019003,551010028003,74
551332019003,551010027022,73
551332019003,551332019001,71
551332019003,551332017013,68
551332019003,551010027012,67
551332019003,551332017043,64
551332019003,551010028002,64
551332019003,551010027024,58
551332019003,551332017041,57
551332019003,551010018021,54
551332019003,551332018001,53
551332042005,551332042002,123
551332042005,550551017022,87
551332042005,551332043021,63
551332042005,551332041004,52
550090003032,550090205041,146
550090003032,550099400013,141
550090003032,550831013002,136
550090003032,550099400012,128
550090003032,550090205022,94
550090003032,550090205034,88
550090003032,550099400021,84
550090003032,550090202033,79
550090003032,550090205031,78
550090003032,550090205042,77
550090003032,550090202042,75
550090003032,550090202031,75
550090003032,550099400031,73
550090003032,550090003022,70
550090003032,550090207021,67
550090003032,550090018022,66
550090003032,550090003021,66
550090003032,550090202043,65
550090003032,550090004014,63
550090003032,550090003031,61
550090003032,550090213013,58
550090003032,550831013003,56
550090003032,550090003023,55
550090003032,550090216002,55
550090003032,550090004013,54
550090003032,550090205023,54
550090003032,550090004011,53
550090003032,550090020031,52
550090003032,550090002004,50
550790007002,550790007003,56
550959603003,550959603001,53
551050021002,551050017002,79
551050021002,551050020002,73
551050021002,551050021001,65
551050021002,551050022001,57
551050021002,551050020001,57
551050021002,551050017001,50
551131003002,551131003001,78
551131003002,551131003003,55
551131003002,551299503002,52
551270007011,551270007013,62
551270007011,551270006001,51
551314201052,551314001021,90
551314201052,551314201061,82
551314201052,551314501032,72
551314201052,551314001041,69
551314201052,551314001043,68
551314201052,551314201041,63
551314201052,551314201051,63
551314201052,551314001042,59
551314201052,551314001033,58
551314201052,551314202004,54
551314201052,551314001022,52
550879400002,550870129012,102
550879400002,550099400013,60
550879400002,550879400003,55
550879400002,550099400014,54
550170112006,550170104001,80
550170112006,550170112002,80
550170112006,550170112004,61
550170112006,550170112003,52
550170112006,550170111004,50
550250004081,550250109011,353
550250004081,550250112002,176
550250004081,550250137001,165
550250004081,550250109031,162
550250004081,550250125022,151
550250004081,550250114023,147
550250004081,550250108005,145
550250004081,550250004061,143
550250004081,550250120013,141
550250004081,550250128004,138
550250004081,550250113011,137
550250004081,550250109042,134
550250004081,550250108001,121
550250004081,550250109044,120
550250004081,550250125011,111
550250004081,550250115031,111
550250004081,550250014033,111
550250004081,550250107021,111
550250004081,550250005043,107
550250004081,550250107023,100
550250004081,550250015023,99
550250004081,550250130001,96
550250004081,550250004072,95
550250004081,550250128003,95
550250004081,550250006002,95
550250004081,550250109041,93
550250004081,550250014023,92
550250004081,550250005033,92
550250004081,550250125023,91
550250004081,550250004054,90
550250004081,550250124001,89
550250004081,551110006002,89
550250004081,550250002043,86
550250004081,550250014031,84
550250004081,550250005035,84
550250004081,550250014032,84
550250004081,550250124002,80
550250004081,550250002022,79
550250004081,550459601002,78
550250004081,550250004053,78
550250004081,550250002051,76
550250004081,550250016031,75
550250004081,550250115032,75
550250004081,550250108002,74
550250004081,550250114012,73
550250004081,550250004071,73
550250004081,550250111012,72
550250004081,551110007001,70
550250004081,550250107013,70
550250004081,550250126003,68
550250004081,550459602003,67
550250004081,551050029004,66
550250004081,550250108003,66
550250004081,550250011011,66
550250004081,550250108004,65
550250004081,550250011022,64
550250004081,550250105024,63
550250004081,550250122024,62
550250004081,550250006001,62
550250004081,550250006003,61
550250004081,550250127002,60
550250004081,550250122021,60
550250004081,550250110002,59
550250004081,550250012004,59
550250004081,550250110001,59
550250004081,550250111021,59
550250004081,550250005044,58
550250004081,550250112003,58
550250004081,550250003001,57
550250004081,550250032001,57
550250004081,550250113012,57
550250004081,550250137002,56
550250004081,550250115061,56
550250004081,550250105022,56
550250004081,551050012023,56
550250004081,550250005011,56
550250004081,550250127001,56
550250004081,550250005042,56
550250004081,550250014011,56
550250004081,550250132001,56
550250004081,550250107011,55
550250004081,550250002041,55
550250004081,550250120011,55
550250004081,550250015021,55
550250004081,550250031003,54
550250004081,550250004073,54
550250004081,550250002042,52
550250004081,550250117002,52
550250004081,550250026031,52
550250004081,550250119001,51
550250004081,550250005032,50
550250004081,550250114011,50
550250004081,550250131004,50
550790134002,550790074001,94
550790134002,551332034052,86
550790134002,550896602022,80
550790134002,550791874001,74
550790134002,551332015042,74
550790134002,551314702041,73
550790134002,550896603041,71
550790134002,550790147002,71
550790134002,550791603001,68
550790134002,551332033042,62
550790134002,551332021012,62
550790134002,551332033052,58
550790134002,551332033041,57
550790134002,551332004001,53
550790134002,551332005001,51
550790134002,550791853001,51
550790134002,550790003021,50
551050008002,551050013041,184
551050008002,551050013025,88
551050008002,551050013042,81
551050008002,551050012023,78
551050008002,551050007002,65
551050008002,551050009002,61
551050008002,551050013032,60
551050008002,551050013021,60
551050008002,551050006001,60
551050008002,551050008003,56
551050008002,551050012013,55
551050008002,551050012012,53
551050008002,551050010001,51
551351009003,551351009001,126
551351009003,551351008003,85
551351009003,551351012001,72
551351009003,550870127001,67
551351009003,551351004003,65
551351009003,550870127004,62
551351009003,551351006001,58
551351009003,551351008002,54
551351009003,551351009002,53
551351009003,550870128002,52
551351009003,551351009004,52
550250018042,550250112002,71
550250018042,550250102001,54
550250018042,550250114023,54
550250018042,550250016031,50
550250018042,550250113011,50
550390420004,550390411004,122
550390420004,550390411003,110
550390420004,550390420005,101
550390420004,550390411001,87
550390420004,550390420003,83
550390420004,550390421001,71
550390420004,550390420001,62
550390420004,550390411002,62
550390420004,551170107002,54
550390420004,550390413001,53
550390420004,550390420002,51
550390420004,550390421004,51
551332021032,551332021012,148
551332021032,551332020011,73
551332021032,551332021023,69
551332021032,551332023013,66
551332021032,551010028004,54
551332021032,551010028002,51
551332021032,551332038031,51
551332021032,551332016003,50
551332034064,551314601013,124
551332034064,551332034031,110
551332034064,551314601024,67
551332034064,551332034033,65
551332034064,551332034052,64
551332034064,551332034032,61
551332034064,551332034062,61
551332034064,551332034041,59
551332034064,551332034063,57
551332034064,551314601011,55
551332034064,551332033041,55
551332034064,551332034061,53
551010007005,551010007003,55
551199604002,551199605003,59
551199604002,551199601003,51
551199604002,551199606002,51
551270008003,551270016031,72
551270008003,551270009014,60
551270008003,551270009011,57
550790113002,550790113001,71
550790113002,550790144001,61
550870108001,550150207001,75
550870108001,551390025004,70
550870108001,550150203081,61
550870108001,550150208001,60
550870108001,550870125051,50
551314501051,551314501032,151
551314501051,551314501042,137
551314501051,551314401043,111
551314501051,551314501061,108
551314501051,551314401051,97
551314501051,551314401031,96
551314501051,551314401032,93
551314501051,551314601013,93
551314501051,551314401041,84
551314501051,551314702041,81
551314501051,551314501062,76
551314501051,551314301003,75
551314501051,551314501031,75
551314501051,551314601011,75
551314501051,551314301001,69
551314501051,551314401061,65
551314501051,551314501063,63
551314501051,551314501041,59
551314501051,550390411004,56
551314501051,551314201035,53
551314501051,550150207001,53
551390015002,551390019002,66
550791202033,550791603001,131
550791202033,550791603004,106
550791202033,551332015042,89
550791202033,550791205013,83
550791202033,550791201011,81
550791202033,550791501004,79
550791202033,550791402011,74
550791202033,550791501003,71
550791202033,550790197003,68
550791202033,550790216002,68
550791202033,550791204003,67
550791202033,550791873003,66
550791202033,550791402023,66
550791202033,550790215003,65
550791202033,550791202022,64
550791202033,550791402024,63
550791202033,550791603003,62
550791202033,551332017042,62
550791202033,551332034052,62
550791202033,550791402012,60
550791202033,551332021012,60
550791202033,551314702041,60
550791202033,550790195002,58
550791202033,550791503041,58
550791202033,550791204002,58
550791202033,550790216001,57
550791202033,550790194001,56
550791202033,550791402013,55
550791202033,551332015061,55
550791202033,550791872002,55
550791202033,550791503012,54
550791202033,550791402022,53
550791202033,551332017034,53
550791202033,550791202011,51
550791202033,550791203001,51
550791202033,550791602022,51
550791202033,550791602032,51
550791202033,551332015041,51
550791202033,550791601002,50
550791202033,550791704002,50
551390020003,551390020002,112
551390020003,551390021002,83
551390020003,551390020005,76
551390020003,551390021001,58
551390020003,551390018041,58
551390020003,551390022012,57
551390020003,551379607001,53
551390020003,551390018043,51
551410102002,551410102003,60
550590001002,550590003001,109
550590001002,550590006014,72
550590001002,550590001001,61
550630104024,550630102022,143
550630104024,550630102011,139
550630104024,550630102021,135
550630104024,550630104012,114
550630104024,550630104021,92
550630104024,550630104023,89
550630104024,550630102012,85
550630104024,550630104022,78
550630104024,550630106001,63
550630104024,550630102031,61
550630104024,550630104025,58
550630104024,550630105004,54
550630104024,550630103002,52
550630104024,550630105001,51
550790006003,550790003042,99
550790006003,550790003021,79
550790006003,550790014002,54
550050004003,550050004002,67
550050004003,550050008003,63
550050004003,550050005002,61
550050004003,550050003001,53
550139707002,550139704003,67
550310207003,550310302001,56
550310207003,550310207002,50
550896502001,550896503004,158
550896502001,550896501013,104
550896502001,550896602022,103
550896502001,550896503001,100
550896502001,550896501022,79
550896502001,551314501042,76
550896502001,550896402002,73
550896502001,551314501032,69
550896502001,550896501011,64
550896502001,550896502002,64
550896502001,550896503003,62
550896502001,550896603041,61
550896502001,550896402001,56
550896502001,550896501014,56
550896502001,550896602023,55
550896502001,550896603011,54
550896502001,550896602012,50
550896603031,550896602022,163
550896603031,550896603041,151
550896603031,550896502001,135
550896603031,550896603013,123
550896603031,550896503004,109
550896603031,550896603011,99
550896603031,550896501013,98
550896603031,550896402001,92
550896603031,550896503001,91
550896603031,550896402002,89
550896603031,550896602023,84
550896603031,550896402004,77
550896603031,550896603033,75
550896603031,550896302021,74
550896603031,550790301003,71
550896603031,551314501032,70
550896603031,550896602021,70
550896603031,550896602012,69
550896603031,550896603034,69
550896603031,551170107002,68
550896603031,551314702041,67
550896603031,550896501022,63
550896603031,550896602011,62
550896603031,550896201001,60
550896603031,550896603032,59
550896603031,550896601002,58
550896603031,550790401001,58
550896603031,550896201003,55
550896603031,550896501011,55
550896603031,550896302022,54
550896603031,550896401005,52
550896603031,550790601022,52
550896603031,550090207021,52
550896603031,550896101021,52
551010010013,551010017051,96
551010010013,551010017032,59
551010010013,551010016013,54
551010014006,551010015053,50
551050025002,551050026013,62
551050025002,551050025001,55
551151001002,550831013002,61
551151001002,550831013001,50
551170002011,551170003002,111
551170002011,551170002022,98
551170002011,551170107002,93
551170002011,551170107001,86
551170002011,551170002021,72
551170002011,551170001001,65
551170002011,551170004001,65
551170002011,551170008003,63
551170002011,551170002012,54
551170002011,551170003003,54
551170002011,551170005001,52
550250027003,550250120013,141
550250027003,550250112002,91
550250027003,550250114023,88
550250027003,550250114012,87
550250027003,550250115031,80
550250027003,550250026032,77
550250027003,550250026031,76
550250027003,550250120011,72
550250027003,550250024021,62
550250027003,550250115032,61
550250027003,550250030021,58
550250027003,550250030022,57
550250027003,550250031003,56
550250027003,550250120012,54
550250027003,550250114011,54
550250027003,550250117002,54
550790074001,550790077003,74
550790074001,550790078003,59
550870105004,550150207001,184
550870105004,550150203081,117
550870105004,550150203062,103
550870105004,550870133001,98
550870105004,550870133002,94
550870105004,550870120002,90
550870105004,550150208002,86
550870105004,550870125031,76
550870105004,550870125042,72
550870105004,550870115023,71
550870105004,550870106022,70
550870105004,550870121004,70
550870105004,550870125051,69
550870105004,550870106011,69
550870105004,550150203063,66
550870105004,550870111022,63
550870105004,550870125032,61
550870105004,550150208001,60
550870105004,550870120004,56
550870105004,550870107003,51
550870105004,550870120001,51
550870105004,550150203082,51
550870105004,550870106013,51
550099400014,550099400013,388
550099400014,550870133001,162
550099400014,550090214003,154
550099400014,550090207021,154
550099400014,550150207001,136
550099400014,550831013002,119
550099400014,550090205041,118
550099400014,550870133002,117
550099400014,550870129012,107
550099400014,550099400012,106
550099400014,550090102012,105
550099400014,550090018022,98
550099400014,550150203081,90
550099400014,550090207032,85
550099400014,550870125051,79
550099400014,550090205034,78
550099400014,550150203062,78
550099400014,550090202033,76
550099400014,550870121004,76
550099400014,550090020031,73
550099400014,550870126014,71
550099400014,550090202042,70
550099400014,550870125042,70
550099400014,550870120002,69
550099400014,550090202043,66
550099400014,550870129013,66
550099400014,550090018021,64
550099400014,551390024001,64
550099400014,550870125031,63
550099400014,550090205031,63
550099400014,550090102023,62
550099400014,550090214002,62
550099400014,551390024005,62
550099400014,550099400021,61
550099400014,550870119002,60
550099400014,550090205042,59
550099400014,550090202031,59
550099400014,550099400015,57
550099400014,550619604003,57
550099400014,550090214001,56
550099400014,550090201002,56
550099400014,550090103005,56
550099400014,550150208002,56
550099400014,550870126012,55
550099400014,550090101001,54
550099400014,550870125032,54
550099400014,550090020021,54
550099400014,550870129011,53
550099400014,550090102022,53
550099400014,550090213013,52
550099400014,550870128005,50
550710101002,550710102002,71
550710101002,550710101004,57
550790092001,550790005022,56
550790092001,550790003021,52
550790184001,550790180001,58
550630101012,550819503001,85
550630101012,550630101011,63
550630101012,550630101022,51
550630101012,550819509003,50
550791005003,551332015042,87
550791005003,550791603001,86
550791005003,550791603004,78
550791005003,551314702041,67
550791005003,551332019002,60
550791005003,551332015041,58
550791005003,551332017042,56
550791005003,551332034052,56
550791005003,550791501004,55
550791005003,550791503041,54
550791005003,550791201011,52
550791005003,550791873003,50
551050013032,551050013041,261
551050013032,551050012023,165
551050013032,551050013031,139
551050013032,551050031005,112
551050013032,551050013025,94
551050013032,551270005011,91
551050013032,550551016001,80
551050013032,551050013042,80
551050013032,551050012013,74
551050013032,550551013003,73
551050013032,551050031001,71
551050013032,551050013021,68
551050013032,550551012021,66
551050013032,551050012012,66
551050013032,551050014004,64
551050013032,551050030021,63
551050013032,550551014002,62
551050013032,551050031002,61
551050013032,551050007002,58
551050013032,551050009002,57
551050013032,551050006001,55
551050013032,551270005021,55
551050013032,551050031003,53
551050013032,550551013001,53
551050013032,551050007001,52
551050013032,551050030024,51
551050013032,551050029004,50
551332033063,551332034052,194
551332033063,551332033042,151
551332033063,551332021012,132
551332033063,551332033052,129
551332033063,551332033041,123
551332033063,550551017022,118
551332033063,551314601013,115
551332033063,551332037032,106
551332033063,551332034031,97
551332033063,551332034051,95
551332033063,551332031026,95
551332033063,551332042005,94
551332033063,551332042002,93
551332033063,551332043011,88
551332033063,551332034064,88
551332033063,551332037031,86
551332033063,551332038031,85
551332033063,551332041004,83
551332033063,551332035003,79
551332033063,551332037043,78
551332033063,551332034063,76
551332033063,551332038042,72
551332033063,551332033062,72
551332033063,551332036024,71
551332033063,551332045022,70
551332033063,551314702041,69
551332033063,551332038032,67
551332033063,551332032003,67
551332033063,551332045025,66
551332033063,551332031015,65
551332033063,551332036023,65
551332033063,551332033061,65
551332033063,551332034033,65
551332033063,551332037041,65
551332033063,551332034041,64
551332033063,551332033033,63
551332033063,550250112002,63
551332033063,551332015042,63
551332033063,551332032001,62
551332033063,551332008012,61
551332033063,551332024003,61
551332033063,550791603001,60
551332033063,551332040033,60
551332033063,551332035004,60
551332033063,551332023013,60
551332033063,551332022024,59
551332033063,551332036021,59
551332033063,551332041003,58
551332033063,551332012023,57
551332033063,551332036011,57
551332033063,550551003001,56
551332033063,551332005001,56
551332033063,551332033031,56
551332033063,551332040042,56
551332033063,551332015041,55
551332033063,551332043021,55
551332033063,551332036022,55
551332033063,551332035005,55
551332033063,551332034024,55
551332033063,551332008031,54
551332033063,551332017034,54
551332033063,551332004001,54
551332033063,550250114023,54
551332033063,551332041001,54
551332033063,550551017021,54
551332033063,551332038041,54
551332033063,550551008003,54
551332033063,551332038045,54
551332033063,551332012021,54
551332033063,551332008011,53
551332033063,551314601024,53
551332033063,550551007001,53
551332033063,550250109011,53
551332033063,551332031014,53
551332033063,551332032002,52
