dbscan,month,geography,group,subgroup
51,Jan,Manitoba,purple,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,yellow,CANADA
51,Dec,Manitoba,green,CANADA
51,Dec,Manitoba,green,CANADA
51,Dec,Manitoba,green,CANADA
51,Jun,Manitoba,blue,CANADA
51,Jun,Manitoba,green,CANADA
51,Jun,Manitoba,purple,CANADA
51,Jun,Manitoba,purple,CANADA
51,Jun,Manitoba,purple,CANADA
51,Jun,Manitoba,purple,CANADA
51,Jun,Manitoba,purple,CANADA
51,Jun,Manitoba,purple,CANADA
51,Jun,Manitoba,purple,CANADA
51,Jun,Manitoba,blue,CANADA
51,Jun,Manitoba,purple,CANADA
51,Jun,Manitoba,green,CANADA
51,Jun,Manitoba,purple,CANADA
51,Jun,Manitoba,purple,CANADA
51,Jun,Manitoba,purple,CANADA
51,Jun,Manitoba,purple,CANADA
51,Jun,Manitoba,purple,CANADA
51,Jun,Manitoba,green,CANADA
51,Jun,Manitoba,blue,CANADA
51,Jun,Manitoba,blue,CANADA
51,Jun,Manitoba,blue,CANADA
51,Jun,Manitoba,blue,CANADA
51,Jun,Manitoba,blue,CANADA
51,Jun,Manitoba,blue,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,white,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,green,CANADA
51,May,Manitoba,green,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,purple,CANADA
51,May,Manitoba,green,CANADA
51,May,Manitoba,white,CANADA
51,Nov,Manitoba,white,CANADA
51,Nov,Manitoba,green,CANADA
51,Nov,Manitoba,white,CANADA
51,Nov,Manitoba,white,CANADA
51,Nov,Manitoba,white,CANADA
51,Nov,Manitoba,white,CANADA
51,Nov,Manitoba,green,CANADA
51,Nov,Manitoba,white,CANADA
51,Nov,Manitoba,white,CANADA
51,Nov,Manitoba,white,CANADA
51,Nov,Manitoba,purple,CANADA
51,Oct,Manitoba,white,CANADA
51,Oct,Manitoba,green,CANADA
51,Oct,Manitoba,yellow,CANADA
51,Oct,Manitoba,white,CANADA
51,Oct,Manitoba,white,CANADA
51,Oct,Manitoba,white,CANADA
51,Oct,Manitoba,green,CANADA
51,Oct,Manitoba,green,CANADA
51,Oct,Manitoba,green,CANADA
51,Oct,Manitoba,green,CANADA
51,Apr,Manitoba,green,CANADA
51,Apr,Manitoba,red,CANADA
51,Apr,Manitoba,red,CANADA
51,Apr,Manitoba,green,CANADA
51,Apr,Manitoba,green,CANADA
51,Apr,Manitoba,purple,CANADA
51,Apr,Manitoba,green,CANADA
51,Apr,Manitoba,green,CANADA
51,Apr,Manitoba,green,CANADA
51,Apr,Manitoba,green,CANADA
51,Apr,Manitoba,purple,CANADA
51,Apr,Manitoba,green,CANADA
51,Apr,Manitoba,green,CANADA
51,Apr,Manitoba,purple,CANADA
51,Apr,Manitoba,green,CANADA
51,Apr,Manitoba,green,CANADA
51,Apr,Manitoba,purple,CANADA
51,Apr,Manitoba,green,CANADA
51,Apr,Manitoba,green,CANADA
51,Apr,Manitoba,green,CANADA
51,Apr,Manitoba,purple,CANADA
51,Mar,Manitoba,green,CANADA
51,Mar,Manitoba,yellow,CANADA
51,Mar,Manitoba,green,CANADA
51,Mar,Manitoba,green,CANADA
51,Mar,Manitoba,white,CANADA
51,Mar,Manitoba,green,CANADA
51,Mar,Manitoba,white,CANADA
51,Mar,Manitoba,green,CANADA
51,Mar,Manitoba,green,CANADA
51,Mar,Manitoba,green,CANADA
51,Mar,Manitoba,green,CANADA
51,Mar,Manitoba,green,CANADA
51,Mar,Manitoba,green,CANADA
51,Mar,Manitoba,purple,CANADA
51,Mar,Manitoba,green,CANADA
51,Mar,Manitoba,green,CANADA
51,Mar,Manitoba,blue,CANADA
51,Mar,Manitoba,purple,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,white,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,white,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,white,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Jan,Manitoba,green,CANADA
51,Aug,Manitoba,green,CANADA
51,Aug,Manitoba,green,CANADA
51,Aug,Manitoba,green,CANADA
51,Aug,Manitoba,green,CANADA
52,Nov,Northwest,green,CANADA
52,Nov,Northwest,white,CANADA
52,Nov,Northwest,white,CANADA
52,Nov,Northwest,white,CANADA
54,Jun,Ontario,purple,CANADA
54,Jun,Ontario,purple,CANADA
54,Oct,Ontario,red,CANADA
54,Oct,Ontario,purple,CANADA
54,Oct,Ontario,green,CANADA
54,Oct,Ontario,yellow,CANADA
54,Oct,Ontario,purple,CANADA
54,Oct,Ontario,purple,CANADA
54,Oct,Ontario,green,CANADA
54,Jul,Ontario,green,CANADA
54,Jul,Ontario,green,CANADA
54,Jul,Ontario,green,CANADA
54,Jul,Ontario,blue,CANADA
54,Jul,Ontario,green,CANADA
54,Jul,Ontario,green,CANADA
54,Jul,Ontario,purple,CANADA
54,Jul,Ontario,purple,CANADA
54,Jul,Ontario,purple,CANADA
54,Aug,Ontario,green,CANADA
54,Aug,Ontario,green,CANADA
54,Aug,Ontario,purple,CANADA
54,Aug,Ontario,green,CANADA
54,Aug,Ontario,purple,CANADA
61,May,Alberta,yellow,CANADA
61,May,Alberta,yellow,CANADA
61,May,Alberta,green,CANADA
61,May,Alberta,green,CANADA
61,May,Alberta,green,CANADA
61,May,Alberta,green,CANADA
61,May,Alberta,green,CANADA
61,May,Alberta,yellow,CANADA
61,May,Alberta,green,CANADA
61,May,Alberta,green,CANADA
61,May,Alberta,yellow,CANADA
61,May,Alberta,yellow,CANADA
62,May,Alberta,green,CANADA
62,Feb,Alberta,green,CANADA
62,Jun,Alberta,green,CANADA
62,Jun,Alberta,blue,CANADA
62,Jun,Alberta,purple,CANADA
62,Jun,Alberta,yellow,CANADA
62,Jun,Alberta,green,CANADA
62,Oct,Alberta,green,CANADA
62,Oct,Alberta,green,CANADA
62,Oct,Alberta,green,CANADA
62,Sep,Alberta,purple,CANADA
62,Sep,Alberta,green,CANADA
62,Sep,Alberta,green,CANADA
62,Sep,Alberta,green,CANADA
62,Aug,Alberta,green,CANADA
63,May,Alberta,red,CANADA
63,May,Alberta,red,CANADA
63,May,Alberta,purple,CANADA
63,May,Alberta,red,CANADA
63,Jun,Alberta,green,CANADA
63,Jun,Alberta,green,CANADA
63,Jun,Alberta,purple,CANADA
63,Jun,Alberta,purple,CANADA
63,Jun,Alberta,purple,CANADA
63,Jun,Alberta,purple,CANADA
67,Sep,Yukon,green,CANADA
67,Sep,Yukon,green,CANADA
67,Sep,Yukon,white,CANADA
67,Sep,Yukon,white,CANADA
67,Sep,Yukon,white,CANADA
68,Sep,Quebec,blue,CANADA
68,Sep,Quebec,purple,CANADA
68,Sep,Quebec,purple,CANADA
68,Sep,Quebec,purple,CANADA
68,Oct,Quebec,yellow,CANADA
70,Aug,Saskatchewan,red,CANADA
70,Aug,Saskatchewan,yellow,CANADA
70,Aug,Saskatchewan,red,CANADA
70,Aug,Saskatchewan,red,CANADA
71,Jun,Ontario,green,CANADA
71,Jun,Ontario,green,CANADA
71,Jun,Ontario,green,CANADA
72,Feb,British Col,green,CANADA
72,Feb,British Col,green,CANADA
72,Feb,British Col,green,CANADA
72,Feb,British Col,yellow,CANADA
72,Nov,British Col,yellow,CANADA
72,Mar,British Col,green,CANADA
73,Feb,Alberta,green,CANADA
73,Feb,Alberta,green,CANADA
73,Feb,Alberta,green,CANADA
73,May,Alberta,green,CANADA
73,May,Alberta,green,CANADA
73,Aug,Alberta,green,CANADA
73,Sep,Alberta,green,CANADA
76,Dec,Ontario,yellow,CANADA
76,Dec,Ontario,yellow,CANADA
76,Oct,Ontario,yellow,CANADA
76,Mar,Ontario,yellow,CANADA
76,Dec,Ontario,yellow,CANADA
77,Nov,Saskatchewan,green,CANADA
77,Nov,Saskatchewan,purple,CANADA
77,Nov,Saskatchewan,white,CANADA
77,Nov,Saskatchewan,green,CANADA
77,Nov,Saskatchewan,yellow,CANADA
77,Nov,Saskatchewan,green,CANADA
83,May,Ontario,white,CANADA
83,May,Ontario,green,CANADA
83,May,Ontario,white,CANADA
83,May,Ontario,green,CANADA
83,May,Ontario,green,CANADA
83,May,Ontario,green,CANADA
84,May,Manitoba,yellow,CANADA
84,May,Manitoba,yellow,CANADA
84,Jan,Manitoba,green,CANADA
89,Mar,British Col,green,CANADA
89,Mar,British Col,green,CANADA
89,Mar,British Col,yellow,CANADA
92,Oct,Northwest,green,CANADA
92,Mar,Northwest,green,CANADA
92,Mar,Northwest,green,CANADA
92,Mar,Northwest,green,CANADA
92,Mar,Northwest,blue,CANADA
92,Mar,Northwest,green,CANADA
92,Mar,Northwest,blue,CANADA
100,Jul,Quebec,purple,CANADA
100,Jul,Quebec,purple,CANADA
100,Jul,Quebec,green,CANADA
102,Feb,Manitoba,green,CANADA
102,Feb,Manitoba,green,CANADA
102,Feb,Manitoba,green,CANADA
102,Feb,Manitoba,green,CANADA
103,Sep,Alberta,green,CANADA
103,Sep,Alberta,green,CANADA
103,Sep,Alberta,green,CANADA
103,Sep,Alberta,green,CANADA
103,Sep,Alberta,green,CANADA
105,Aug,Alberta,green,CANADA
105,Aug,Alberta,green,CANADA
105,Aug,Alberta,green,CANADA
106,Apr,Alberta,green,CANADA
106,Oct,Alberta,green,CANADA
106,Sep,Alberta,green,CANADA
106,Sep,Alberta,green,CANADA
106,Sep,Alberta,green,CANADA
106,Sep,Alberta,green,CANADA
110,Aug,Quebec,green,CANADA
110,Aug,Quebec,green,CANADA
110,Aug,Quebec,green,CANADA
110,Aug,Quebec,yellow,CANADA
111,Jul,Ontario,purple,CANADA
111,Aug,Ontario,green,CANADA
111,Aug,Ontario,green,CANADA
